product_id,title,deep_score,positive_score,negative_score,avg_rating_comments,total_comments,top_topics
74021317,Cây Cam Ngọt Của Tôi,0.0,0.14294441050702505,0.1417226634086744,4.52,200,"[('người', 262), ('đọc', 250), ('nhưng', 242), ('rất', 208), ('cảm', 184), ('hàng', 178), ('tiki', 170), ('đến', 160), ('thương', 156), ('nhiều', 144)]"
